DIRECTORY,FILENAME,TYPE,SOURCE,FILESIZE
apps/symbolic,guake-notification.svg,symlink,./guake-tray.svg,16
apps/symbolic,system-file-manager-symbolic.svg,svg,,4072
apps/symbolic,utilities-terminal-symbolic.svg,svg,,5032
apps/symbolic,preferences-desktop-accessibility-symbolic.svg,svg,,2791
apps/symbolic,preferences-system-network-symbolic.svg,svg,,1479
apps/symbolic,preferences-system-search-symbolic.svg,svg,,4938
apps/symbolic,preferences-desktop-display-symbolic.svg,svg,,2482
apps/symbolic,web-browser-symbolic.svg,svg,,8154
apps/symbolic,preferences-system-time-symbolic.svg,svg,,5054
apps/symbolic,preferences-system-sharing-symbolic.svg,svg,,5348
apps/symbolic,preferences-desktop-remote-desktop-symbolic.svg,svg,,2897
apps/symbolic,preferences-system-notifications-symbolic.svg,svg,,6425
apps/symbolic,applets-screenshooter-symbolic.svg,svg,,1474
apps/symbolic,preferences-desktop-keyboard-shortcuts-symbolic.svg,svg,,6245
apps/symbolic,text-editor-symbolic.svg,svg,,4741
apps/symbolic,audacious-symbolic.svg,symlink,./audacious-panel.svg,21
apps/symbolic,system-software-install-symbolic.svg,svg,,5201
apps/symbolic,vlc-panel.svg,symlink,./vlc.svg,9
apps/symbolic,help-browser-symbolic.svg,svg,,6208
apps/symbolic,preferences-system-network-proxy-symbolic.svg,svg,,6515
apps/symbolic,accessories-character-map-symbolic.svg,svg,,7255
apps/symbolic,preferences-color-symbolic.svg,svg,,6471
apps/symbolic,audacious-panel.svg,svg,,9182
apps/symbolic,user-info-symbolic.svg,svg,,4859
apps/symbolic,preferences-desktop-wallpaper-symbolic.svg,svg,,1298
apps/symbolic,system-users-symbolic.svg,svg,,5233
apps/symbolic,vlc.svg,svg,,1451
apps/symbolic,synapse-symbolic.svg,symlink,./synapse.svg,13
apps/symbolic,preferences-desktop-screensaver-symbolic.svg,svg,,5788
apps/symbolic,utilities-system-monitor-symbolic.svg,svg,,4847
apps/symbolic,accessories-text-editor-symbolic.svg,svg,,11079
apps/symbolic,goa-panel-symbolic.svg,svg,,7401
apps/symbolic,bluetooth-symbolic.svg,svg,,6153
apps/symbolic,guake-tray.svg,svg,,839
apps/symbolic,synapse.svg,svg,,10475
apps/symbolic,gnome-power-manager-symbolic.svg,svg,,2584
apps/symbolic,accessories-dictionary-symbolic.svg,svg,,6957
apps/symbolic,preferences-system-privacy-symbolic.svg,svg,,9973
apps/symbolic,preferences-desktop-locale-symbolic.svg,svg,,5235
apps/symbolic,accessories-calculator-symbolic.svg,svg,,6161
apps/symbolic,synapse-panel.svg,symlink,./synapse.svg,13
apps/16,evince.png,png,,650
apps/16,gnome-app-install.png,symlink,./synaptic.png,14
apps/16,system-users.png,symlink,./config-users.png,18
apps/16,preferences-desktop-keyboard.png,symlink,../../devices/16/keyboard.png,29
apps/16,gnome-settings-background.png,symlink,./preferences-desktop-wallpaper.png,35
apps/16,amarok.png,png,,732
apps/16,gnome-terminal.png,symlink,./utilities-terminal.png,24
apps/16,gwenview.png,symlink,./eog.png,9
apps/16,utilities-log-viewer.png,symlink,./logviewer.png,15
apps/16,gpk-repo.png,symlink,./software-properties.png,25
apps/16,mpv.png,png,,727
apps/16,scim-setup.png,png,,652
apps/16,file-manager.png,symlink,./system-file-manager.png,25
apps/16,midori.png,png,,786
apps/16,utilities-system-monitor.png,png,,550
apps/16,libreoffice34-calc.png,symlink,./libreoffice-calc.png,22
apps/16,ristretto.png,symlink,./eog.png,9
apps/16,libreoffice3-calc.png,symlink,./libreoffice-calc.png,22
apps/16,google-chrome-unstable.png,symlink,./google-chrome.png,19
apps/16,bt-logo.png,symlink,./preferences-system-bluetooth.png,34
apps/16,system-suspend-hibernate.png,symlink,./gnome-session-hibernate.png,29
apps/16,goa-panel.png,png,,699
apps/16,libreoffice34-startcenter.png,symlink,./libreoffice-main.png,22
apps/16,system-hibernate.png,symlink,./gnome-session-hibernate.png,29
apps/16,preferences-system-time.png,symlink,./time-admin.png,16
apps/16,hotwire.png,symlink,./utilities-terminal.png,24
apps/16,preferences-color.png,png,,675
apps/16,virtualbox-ose.png,symlink,./virtualbox.png,16
apps/16,pidgin.png,png,,607
apps/16,gcolor2.png,png,,625
apps/16,libreoffice-base.png,png,,632
apps/16,libreoffice5.0-startcenter.png,symlink,./libreoffice-main.png,22
apps/16,blueradio-48.png,symlink,./preferences-system-bluetooth.png,34
apps/16,preferences-system-power.png,symlink,../../devices/16/battery.png,28
apps/16,cheese.png,png,,852
apps/16,Xecure-Browser.png,symlink,./x-browser.png,15
apps/16,key-mon.png,png,,538
apps/16,system-config-displayca.png,symlink,./gnome-display-properties.png,30
apps/16,preferences-system-power-management.png,symlink,../../devices/16/battery.png,28
apps/16,libreoffice34-writer.png,symlink,./libreoffice-writer.png,24
apps/16,wallpaper.png,symlink,./preferences-desktop-wallpaper.png,35
apps/16,preferences-sound.png,symlink,./preferences-desktop-sound.png,31
apps/16,startupmanager.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,preferences-desktop-sound.png,png,,562
apps/16,libreoffice5.0-draw.png,symlink,./libreoffice-draw.png,22
apps/16,libreoffice-startcenter.png,symlink,./libreoffice-main.png,22
apps/16,gnome-audio.png,symlink,./preferences-desktop-sound.png,31
apps/16,synaptic.png,png,,733
apps/16,gksu-debian.png,symlink,./gksu-root-terminal.png,24
apps/16,logviewer.png,png,,604
apps/16,qbittorrent.png,png,,695
apps/16,gnome-package.png,symlink,./synaptic.png,14
apps/16,libreoffice-template.png,symlink,./libreoffice-main.png,22
apps/16,gnome-session-logout.png,symlink,./gnome-logout.png,18
apps/16,synapse.png,png,,693
apps/16,kedit.png,symlink,./accessories-text-editor.png,29
apps/16,gnome-power-manager.png,symlink,../../devices/16/battery.png,28
apps/16,tilda.png,symlink,./utilities-terminal.png,24
apps/16,gpicview.png,symlink,./eog.png,9
apps/16,bash.png,symlink,./utilities-terminal.png,24
apps/16,gnome-shutdown.png,png,,408
apps/16,system-config-display.png,symlink,./gnome-display-properties.png,30
apps/16,gnome-display-properties.png,png,,438
apps/16,office-date.png,symlink,./evolution-calendar.png,24
apps/16,preferences-desktop-peripherals.png,symlink,../../devices/16/input-mouse.png,32
apps/16,firefox-3.5.png,symlink,./firefox.png,13
apps/16,gedit.png,symlink,./accessories-text-editor.png,29
apps/16,gkdebconf.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,un-reboot.png,symlink,./gnome-session-reboot.png,26
apps/16,preferences-desktop-wallpaper.png,png,,653
apps/16,atom.png,png,,658
apps/16,redhat-tools.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,boot.png,symlink,./gnome-shutdown.png,20
apps/16,libreoffice3-template.png,symlink,./libreoffice-main.png,22
apps/16,notifications.png,png,,530
apps/16,libreoffice-writer.png,png,,585
apps/16,zsnes.png,symlink,../../categories/16/applications-games.png,42
apps/16,logview.png,symlink,./logviewer.png,15
apps/16,xarchiver.png,symlink,./file-roller.png,17
apps/16,org.gnome.Software.png,png,,669
apps/16,susers.png,symlink,./config-users.png,18
apps/16,chromium.png.png,symlink,./chromium-browser.png,22
apps/16,speedcrunch.png,symlink,./accessories-calculator.png,28
apps/16,x-system-software-sources.png,symlink,./software-properties.png,25
apps/16,system-config-date.png,symlink,./evolution-calendar.png,24
apps/16,gnome-desktop-config.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,x-browser.png,png,,720
apps/16,xfce-terminal.png,symlink,./utilities-terminal.png,24
apps/16,gnome-nettool.png,png,,616
apps/16,goa-account.png,symlink,./goa-panel.png,15
apps/16,libreoffice3-startcenter.png,symlink,./libreoffice-main.png,22
apps/16,gnome-session-halt.png,symlink,./gnome-shutdown.png,20
apps/16,libreoffice-draw.png,png,,598
apps/16,gimp.png,png,,644
apps/16,x-office-calendar.png,symlink,./evolution-calendar.png,24
apps/16,opera.png,png,,617
apps/16,gnome-session-sleep.png,symlink,./gnome-session-suspend.png,27
apps/16,xfsm-shutdown.png,symlink,./gnome-shutdown.png,20
apps/16,screenie.png,symlink,./gnome-screenshot.png,22
apps/16,display-capplet.png,symlink,./gnome-display-properties.png,30
apps/16,software-properties.png,png,,678
apps/16,gnome-xterm.png,symlink,./utilities-terminal.png,24
apps/16,gparted.png,png,,693
apps/16,xfce-filemanager.png,symlink,./system-file-manager.png,25
apps/16,galculator.png,symlink,./accessories-calculator.png,28
apps/16,preferences-system-sharing.png,png,,595
apps/16,libreoffice34-draw.png,symlink,./libreoffice-draw.png,22
apps/16,korganizer.png,symlink,./evolution-calendar.png,24
apps/16,gkamus.png,png,,457
apps/16,calc.png,symlink,./accessories-calculator.png,28
apps/16,libreoffice3-draw.png,symlink,./libreoffice-draw.png,22
apps/16,gnome-system-monitor.png,symlink,./utilities-system-monitor.png,30
apps/16,virt-viewer.png,symlink,./gnome-display-properties.png,30
apps/16,bluetoothradio.png,symlink,./preferences-system-bluetooth.png,34
apps/16,plan.png,symlink,./evolution-calendar.png,24
apps/16,mousepad.png,symlink,./accessories-text-editor.png,29
apps/16,nautilus-cd-burner.png,symlink,./brasero.png,13
apps/16,libreoffice34-math.png,symlink,./libreoffice-math.png,22
apps/16,gnome-session-switch.png,png,,346
apps/16,sublime.png,png,,587
apps/16,preferences-desktop-display.png,symlink,./gnome-display-properties.png,30
apps/16,preferences_system_power_management.png,symlink,../../devices/16/battery.png,28
apps/16,stock_calendar.png,symlink,./evolution-calendar.png,24
apps/16,xfsm-switch.png,symlink,./gnome-session-switch.png,26
apps/16,brasero.png,png,,723
apps/16,blueman.png,symlink,./preferences-system-bluetooth.png,34
apps/16,xfsm-logout.png,symlink,./gnome-logout.png,18
apps/16,mozilla-firefox.png,symlink,./firefox.png,13
apps/16,access.png,symlink,./preferences-desktop-accessibility.png,39
apps/16,security-medium.png,symlink,./security.png,14
apps/16,opera-widget.png,symlink,./opera-widget-manager.png,26
apps/16,libreoffice34-impress.png,symlink,./libreoffice-impress.png,25
apps/16,preferences-system-bluetooth.png,png,,645
apps/16,gnome-calendar.png,symlink,./evolution-calendar.png,24
apps/16,opera-browser.png,symlink,./opera.png,11
apps/16,gnome-session-suspend.png,png,,386
apps/16,power.png,symlink,../../devices/16/battery.png,28
apps/16,gnome-term.png,symlink,./utilities-terminal.png,24
apps/16,gnome-calculator.png,symlink,./accessories-calculator.png,28
apps/16,terminal.png,symlink,./utilities-terminal.png,24
apps/16,unity-power-panel.png,symlink,../../devices/16/battery.png,28
apps/16,gthumb.png,symlink,./eog.png,9
apps/16,k3b.png,symlink,./brasero.png,13
apps/16,accessories-calculator.png,png,,547
apps/16,network-workgroup.png,png,,519
apps/16,edit-urpm-sources.png,symlink,./software-properties.png,25
apps/16,mtpaint.png,symlink,./gimp.png,10
apps/16,gnome-log-out.png,symlink,./gnome-logout.png,18
apps/16,chromium.png,symlink,./chromium-browser.png,22
apps/16,shares.png,symlink,../../places/16/folder-remote.png,33
apps/16,org.gnome.Cheese.png,symlink,./cheese.png,12
apps/16,unity-display-panel.png,symlink,./gnome-display-properties.png,30
apps/16,xfburn.png,symlink,./brasero.png,13
apps/16,libreoffice-calc.png,png,,649
apps/16,eog.png,png,,604
apps/16,bluetooth-48.png,symlink,./preferences-system-bluetooth.png,34
apps/16,praat.png,png,,494
apps/16,openterm.png,symlink,./utilities-terminal.png,24
apps/16,xfsm-hibernate.png,symlink,./gnome-session-hibernate.png,29
apps/16,applets-screenshooter.png,symlink,./gnome-screenshot.png,22
apps/16,gnome-sound-properties.png,symlink,./preferences-desktop-sound.png,31
apps/16,file-roller.png,png,,441
apps/16,catfish.png,symlink,../../actions/16/system-search.png,34
apps/16,notification-area.png,symlink,./notifications.png,19
apps/16,gnome-settings-sound.png,symlink,./preferences-desktop-sound.png,31
apps/16,time-admin.png,png,,654
apps/16,config-users.png,png,,713
apps/16,utilities-file-archiver.png,symlink,./file-roller.png,17
apps/16,libreoffice5.0-base.png,symlink,./libreoffice-base.png,22
apps/16,screenie-qt.png,symlink,./gnome-screenshot.png,22
apps/16,accessibility-directory.png,symlink,./preferences-desktop-accessibility.png,39
apps/16,evolution-calendar.png,png,,621
apps/16,xbrowser.png,symlink,./x-browser.png,15
apps/16,notification_area_icon.png,symlink,./notifications.png,19
apps/16,kfm.png,symlink,./system-file-manager.png,25
apps/16,background.png,symlink,./preferences-desktop-wallpaper.png,35
apps/16,pk-package-sources.png,symlink,./software-properties.png,25
apps/16,corebird.png,png,,606
apps/16,org.gnome.Calendar.png,symlink,./evolution-calendar.png,24
apps/16,xfce4-backdrop.png,symlink,./preferences-desktop-wallpaper.png,35
apps/16,cups.png,symlink,../../devices/16/printer.png,28
apps/16,gnome-volume-control.png,symlink,./preferences-desktop-sound.png,31
apps/16,google-chrome.png,png,,661
apps/16,config-language.png,symlink,./preferences-desktop-locale.png,32
apps/16,vlc.png,png,,636
apps/16,ax-applet.png,symlink,./preferences-desktop-accessibility.png,39
apps/16,system-suspend.png,symlink,./gnome-session-suspend.png,27
apps/16,ksysguard.png,symlink,./utilities-system-monitor.png,30
apps/16,VBox.png,symlink,./virtualbox.png,16
apps/16,libreoffice3-impress.png,symlink,./libreoffice-impress.png,25
apps/16,config-date.png,symlink,./time-admin.png,16
apps/16,bluetooth.png,symlink,./preferences-system-bluetooth.png,34
apps/16,flegita.png,symlink,../../devices/16/scanner.png,28
apps/16,multimedia-photo-viewer.png,symlink,./eog.png,9
apps/16,htop.png,symlink,./utilities-system-monitor.png,30
apps/16,gnome-monitor.png,symlink,./utilities-system-monitor.png,30
apps/16,drakconf.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,libreoffice-math.png,png,,579
apps/16,gconfeditor.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,firefox-4.0.png,symlink,./firefox.png,13
apps/16,Etermutilities-terminal.png,symlink,./utilities-terminal.png,24
apps/16,paprefs.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,gnome-power-statistics.png,symlink,../../devices/16/battery.png,28
apps/16,kopete.png,symlink,./pidgin.png,12
apps/16,preferences-system-privacy.png,symlink,./security.png,14
apps/16,xfce-edit.png,symlink,./accessories-text-editor.png,29
apps/16,orage_globaltime.png,symlink,./evolution-calendar.png,24
apps/16,system-installer.png,symlink,./synaptic.png,14
apps/16,blueradio.png,symlink,./preferences-system-bluetooth.png,34
apps/16,xfsm-reboot.png,symlink,./gnome-session-reboot.png,26
apps/16,libreoffice3-base.png,symlink,./libreoffice-base.png,22
apps/16,xfce4-mcs-manager.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,zenmap.png,symlink,./gnome-nettool.png,19
apps/16,palimpsest.png,png,,566
apps/16,libreoffice34-template.png,symlink,./libreoffice-main.png,22
apps/16,gnome-disks.png,symlink,./palimpsest.png,16
apps/16,chromium-browser.png,png,,631
apps/16,inkscape.png,png,,603
apps/16,system-file-manager.png,png,,373
apps/16,gconf-editor.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,libreoffice-main.png,png,,516
apps/16,libreoffice3-writer.png,symlink,./libreoffice-writer.png,24
apps/16,audacious.png,png,,676
apps/16,libreoffice5.0-writer.png,symlink,./libreoffice-writer.png,24
apps/16,gnome-settings-accessibility-technologies.png,symlink,./preferences-desktop-accessibility.png,39
apps/16,gnome-session-reboot.png,png,,390
apps/16,libreoffice5.0-math.png,symlink,./libreoffice-math.png,22
apps/16,kmousetool.png,symlink,../../devices/16/input-mouse.png,32
apps/16,preferences-desktop-accessibility.png,png,,681
apps/16,multisystem-vbox.png,symlink,./virtualbox.png,16
apps/16,gkdebconf-icon.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,X-browser.png,symlink,./x-browser.png,15
apps/16,lxterminal.png,symlink,./utilities-terminal.png,24
apps/16,gnome-screenshot.png,png,,608
apps/16,gksu-root-terminal.png,png,,407
apps/16,cinnamon-power-manager.png,symlink,../../devices/16/battery.png,28
apps/16,system-shut-down.png,symlink,./gnome-shutdown.png,20
apps/16,gnome-networktool.png,symlink,./gnome-nettool.png,19
apps/16,xfsm-suspend.png,symlink,./gnome-session-suspend.png,27
apps/16,preferences-desktop-locale.png,png,,578
apps/16,code.png,png,,617
apps/16,xfce-sound.png,symlink,./preferences-desktop-sound.png,31
apps/16,haroopad.png,png,,735
apps/16,system-restart.png,symlink,./gnome-session-reboot.png,26
apps/16,firefox-3.0.png,symlink,./firefox.png,13
apps/16,ximian-evolution-calendar.png,symlink,./evolution-calendar.png,24
apps/16,accessories-text-editor.png,png,,481
apps/16,konsole.png,symlink,./utilities-terminal.png,24
apps/16,firefox.png,png,,765
apps/16,gnome-eterm.png,symlink,./utilities-terminal.png,24
apps/16,nautilus.png,symlink,./system-file-manager.png,25
apps/16,sleep.png,symlink,./gnome-session-suspend.png,27
apps/16,text-editor.png,symlink,./accessories-text-editor.png,29
apps/16,preferences-system-notifications.png,symlink,./notifications.png,19
apps/16,opera-widget-manager.png,png,,807
apps/16,libreoffice5.0-impress.png,symlink,./libreoffice-impress.png,25
apps/16,preferences-system-search.png,png,,634
apps/16,xecurebrowser.png,symlink,./x-browser.png,15
apps/16,blankon-installer.png,png,,703
apps/16,baobab.png,png,,638
apps/16,redhat-server_settings.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,utilities-terminal.png,png,,438
apps/16,office-calendar.png,symlink,./evolution-calendar.png,24
apps/16,Terminal.png,symlink,./utilities-terminal.png,24
apps/16,multimedia-volume-control.png,symlink,./preferences-desktop-sound.png,31
apps/16,anydesk.png,png,,528
apps/16,libreoffice-impress.png,png,,432
apps/16,libreoffice34-base.png,symlink,./libreoffice-base.png,22
apps/16,gnome-device-manager.png,symlink,./palimpsest.png,16
apps/16,system-config-users.png,symlink,./config-users.png,18
apps/16,control-center2.png,symlink,../../categories/16/preferences-desktop.png,43
apps/16,gnome-session-hibernate.png,png,,398
apps/16,xfcalendar.png,symlink,./evolution-calendar.png,24
apps/16,geoblankon-peta.png,png,,823
apps/16,locale.png,symlink,./preferences-desktop-locale.png,32
apps/16,security.png,png,,488
apps/16,system-switch-user.png,symlink,./gnome-session-switch.png,26
apps/16,redhat-filemanager.png,symlink,./system-file-manager.png,25
apps/16,multisystem-liveusb.png,png,,473
apps/16,ksnapshot.png,symlink,./gnome-screenshot.png,22
apps/16,google-pacman.png,png,,597
apps/16,libreoffice5.0-template.png,symlink,./libreoffice-main.png,22
apps/16,virtualbox.png,png,,718
apps/16,internet-mail.png,symlink,../../actions/16/mail-send.png,30
apps/16,orca.png,symlink,./preferences-desktop-accessibility.png,39
apps/16,gnome-logout.png,png,,419
apps/16,gnome-word.png,symlink,./accessories-text-editor.png,29
apps/16,preferences-desktop-multimedia.png,symlink,./preferences-desktop-sound.png,31
apps/16,libreoffice5.0-calc.png,symlink,./libreoffice-calc.png,22
apps/16,kuser.png,symlink,./config-users.png,18
apps/16,system-software-install.png,symlink,./synaptic.png,14
apps/16,libreoffice3-math.png,symlink,./libreoffice-math.png,22
apps/16,geary.png,png,,599
apps/96,evince.png,png,,4676
apps/96,gnome-app-install.png,symlink,./synaptic.png,14
apps/96,system-users.png,symlink,./config-users.png,18
apps/96,preferences-desktop-keyboard.png,symlink,../../devices/96/keyboard.png,29
apps/96,gnome-settings-background.png,symlink,./preferences-desktop-wallpaper.png,35
apps/96,amarok.png,png,,7305
apps/96,gnome-terminal.png,symlink,./utilities-terminal.png,24
apps/96,gwenview.png,symlink,./eog.png,9
apps/96,utilities-log-viewer.png,symlink,./logviewer.png,15
apps/96,gpk-repo.png,symlink,./software-properties.png,25
apps/96,mpv.png,png,,5344
apps/96,scim-setup.png,png,,6030
apps/96,file-manager.png,symlink,./system-file-manager.png,25
apps/96,midori.png,png,,6318
apps/96,utilities-system-monitor.png,png,,4344
apps/96,libreoffice34-calc.png,symlink,./libreoffice-calc.png,22
apps/96,ristretto.png,symlink,./eog.png,9
apps/96,libreoffice3-calc.png,symlink,./libreoffice-calc.png,22
apps/96,google-chrome-unstable.png,symlink,./google-chrome.png,19
apps/96,bt-logo.png,symlink,./preferences-system-bluetooth.png,34
apps/96,system-suspend-hibernate.png,symlink,./gnome-session-hibernate.png,29
apps/96,goa-panel.png,png,,6514
apps/96,libreoffice34-startcenter.png,symlink,./libreoffice-main.png,22
apps/96,system-hibernate.png,symlink,./gnome-session-hibernate.png,29
apps/96,preferences-system-time.png,symlink,./time-admin.png,16
apps/96,hotwire.png,symlink,./utilities-terminal.png,24
apps/96,preferences-color.png,png,,3825
apps/96,virtualbox-ose.png,symlink,./virtualbox.png,16
apps/96,pidgin.png,png,,3843
apps/96,gcolor2.png,png,,5977
apps/96,libreoffice-base.png,png,,4234
apps/96,libreoffice5.0-startcenter.png,symlink,./libreoffice-main.png,22
apps/96,blueradio-48.png,symlink,./preferences-system-bluetooth.png,34
apps/96,preferences-system-power.png,symlink,../../devices/96/battery.png,28
apps/96,cheese.png,png,,7873
apps/96,Xecure-Browser.png,symlink,./x-browser.png,15
apps/96,key-mon.png,png,,3061
apps/96,system-config-displayca.png,symlink,./gnome-display-properties.png,30
apps/96,preferences-system-power-management.png,symlink,../../devices/96/battery.png,28
apps/96,libreoffice34-writer.png,symlink,./libreoffice-writer.png,24
apps/96,wallpaper.png,symlink,./preferences-desktop-wallpaper.png,35
apps/96,preferences-sound.png,symlink,./preferences-desktop-sound.png,31
apps/96,startupmanager.png,symlink,../../categories/96/preferences-desktop.png,43
apps/96,preferences-desktop-sound.png,png,,4102
apps/96,libreoffice5.0-draw.png,symlink,./libreoffice-draw.png,22
apps/96,libreoffice-startcenter.png,symlink,./libreoffice-main.png,22
apps/96,gnome-audio.png,symlink,./preferences-desktop-sound.png,31
apps/96,synaptic.png,png,,7613
apps/96,gksu-debian.png,symlink,./gksu-root-terminal.png,24
apps/96,logviewer.png,png,,5601
apps/96,qbittorrent.png,png,,6025
apps/96,gnome-package.png,symlink,./synaptic.png,14
apps/96,libreoffice-template.png,symlink,./libreoffice-main.png,22
apps/96,gnome-session-logout.png,symlink,./gnome-logout.png,18
apps/96,synapse.png,png,,4679
apps/96,kedit.png,symlink,./accessories-text-editor.png,29
apps/96,gnome-power-manager.png,symlink,../../devices/96/battery.png,28
apps/96,tilda.png,symlink,./utilities-terminal.png,24
apps/96,gpicview.png,symlink,./eog.png,9
apps/96,bash.png,symlink,./utilities-terminal.png,24
apps/96,gnome-shutdown.png,png,,2864
apps/96,system-config-display.png,symlink,./gnome-display-properties.png,30
apps/96,gnome-display-properties.png,png,,1879
apps/96,office-date.png,symlink,./evolution-calendar.png,24
apps/96,preferences-desktop-peripherals.png,symlink,../../devices/96/input-mouse.png,32
apps/96,firefox-3.5.png,symlink,./firefox.png,13
apps/96,gedit.png,symlink,./accessories-text-editor.png,29
apps/96,gkdebconf.png,symlink,../../categories/96/preferences-desktop.png,43
apps/96,un-reboot.png,symlink,./gnome-session-reboot.png,26
apps/96,preferences-desktop-wallpaper.png,png,,7706
apps/96,atom.png,png,,7190
apps/96,redhat-tools.png,symlink,../../categories/96/preferences-desktop.png,43
apps/96,boot.png,symlink,./gnome-shutdown.png,20
apps/96,libreoffice3-template.png,symlink,./libreoffice-main.png,22
apps/96,notifications.png,png,,3746
apps/96,libreoffice-writer.png,png,,2907
apps/96,zsnes.png,symlink,../../categories/96/applications-games.png,42
apps/96,logview.png,symlink,./logviewer.png,15
apps/96,xarchiver.png,symlink,./file-roller.png,17
apps/96,org.gnome.Software.png,png,,4424
apps/96,susers.png,symlink,./config-users.png,18
apps/96,chromium.png.png,symlink,./chromium-browser.png,22
apps/96,speedcrunch.png,symlink,./accessories-calculator.png,28
apps/96,x-system-software-sources.png,symlink,./software-properties.png,25
apps/96,system-config-date.png,symlink,./evolution-calendar.png,24
apps/96,gnome-desktop-config.png,symlink,../../categories/96/preferences-desktop.png,43
apps/96,x-browser.png,png,,7160
apps/96,xfce-terminal.png,symlink,./utilities-terminal.png,24
apps/96,gnome-nettool.png,png,,3620
apps/96,goa-account.png,symlink,./goa-panel.png,15
apps/96,libreoffice3-startcenter.png,symlink,./libreoffice-main.png,22
apps/96,gnome-session-halt.png,symlink,./gnome-shutdown.png,20
apps/96,libreoffice-draw.png,png,,5945
apps/96,gimp.png,png,,5478
apps/96,x-office-calendar.png,symlink,./evolution-calendar.png,24
apps/96,opera.png,png,,4442
apps/96,gnome-session-sleep.png,symlink,./gnome-session-suspend.png,27
apps/96,xfsm-shutdown.png,symlink,./gnome-shutdown.png,20
apps/96,screenie.png,symlink,./gnome-screenshot.png,22
apps/96,display-capplet.png,symlink,./gnome-display-properties.png,30
apps/96,software-properties.png,png,,5048
apps/96,gnome-xterm.png,symlink,./utilities-terminal.png,24
apps/96,gparted.png,png,,5481
apps/96,xfce-filemanager.png,symlink,./system-file-manager.png,25
apps/96,galculator.png,symlink,./accessories-calculator.png,28
apps/96,preferences-system-sharing.png,png,,4699
apps/96,libreoffice34-draw.png,symlink,./libreoffice-draw.png,22
apps/96,korganizer.png,symlink,./evolution-calendar.png,24
apps/96,gkamus.png,png,,2029
apps/96,calc.png,symlink,./accessories-calculator.png,28
apps/96,libreoffice3-draw.png,symlink,./libreoffice-draw.png,22
apps/96,gnome-system-monitor.png,symlink,./utilities-system-monitor.png,30
apps/96,virt-viewer.png,symlink,./gnome-display-properties.png,30
apps/96,bluetoothradio.png,symlink,./preferences-system-bluetooth.png,34
apps/96,plan.png,symlink,./evolution-calendar.png,24
apps/96,mousepad.png,symlink,./accessories-text-editor.png,29
apps/96,nautilus-cd-burner.png,symlink,./brasero.png,13
apps/96,libreoffice34-math.png,symlink,./libreoffice-math.png,22
apps/96,gnome-session-switch.png,png,,2550
apps/96,sublime.png,png,,3665
apps/96,preferences-desktop-display.png,symlink,./gnome-display-properties.png,30
apps/96,preferences_system_power_management.png,symlink,../../devices/96/battery.png,28
apps/96,stock_calendar.png,symlink,./evolution-calendar.png,24
apps/96,xfsm-switch.png,symlink,./gnome-session-switch.png,26
apps/96,brasero.png,png,,8478
apps/96,blueman.png,symlink,./preferences-system-bluetooth.png,34
apps/96,xfsm-logout.png,symlink,./gnome-logout.png,18
apps/96,mozilla-firefox.png,symlink,./firefox.png,13
apps/96,access.png,symlink,./preferences-desktop-accessibility.png,39
apps/96,security-medium.png,symlink,./security.png,14
apps/96,opera-widget.png,symlink,./opera-widget-manager.png,26
apps/96,libreoffice34-impress.png,symlink,./libreoffice-impress.png,25
apps/96,preferences-system-bluetooth.png,png,,5322
apps/96,gnome-calendar.png,symlink,./evolution-calendar.png,24
apps/96,opera-browser.png,symlink,./opera.png,11
apps/96,gnome-session-suspend.png,png,,2755
apps/96,power.png,symlink,../../devices/96/battery.png,28
apps/96,gnome-term.png,symlink,./utilities-terminal.png,24
apps/96,gnome-calculator.png,symlink,./accessories-calculator.png,28
apps/96,terminal.png,symlink,./utilities-terminal.png,24
apps/96,unity-power-panel.png,symlink,../../devices/96/battery.png,28
apps/96,gthumb.png,symlink,./eog.png,9
apps/96,k3b.png,symlink,./brasero.png,13
apps/96,accessories-calculator.png,png,,2654
apps/96,network-workgroup.png,png,,3731
apps/96,edit-urpm-sources.png,symlink,./software-properties.png,25
apps/96,mtpaint.png,symlink,./gimp.png,10
apps/96,gnome-log-out.png,symlink,./gnome-logout.png,18
apps/96,chromium.png,symlink,./chromium-browser.png,22
apps/96,shares.png,symlink,../../places/96/folder-remote.png,33
apps/96,org.gnome.Cheese.png,symlink,./cheese.png,12
apps/96,unity-display-panel.png,symlink,./gnome-display-properties.png,30
apps/96,xfburn.png,symlink,./brasero.png,13
apps/96,libreoffice-calc.png,png,,3204
apps/96,eog.png,png,,3699
apps/96,bluetooth-48.png,symlink,./preferences-system-bluetooth.png,34
apps/96,praat.png,png,,2697
apps/96,openterm.png,symlink,./utilities-terminal.png,24
